PropertyID,Date,RentalIncome,Expenses
P0075,01-11-2024,21376,9612
P0075,01-12-2024,9287,3740
P0076,01-01-2023,21860,7926
P0076,01-02-2023,15599,1889
P0076,01-03-2023,4999,3355
P0076,01-04-2023,12125,10350
P0076,01-05-2023,6763,5163
P0076,01-06-2023,8986,2981
P0076,01-07-2023,27640,5231
P0076,01-08-2023,27646,1951
P0076,01-09-2023,23477,2382
P0076,01-10-2023,24792,5568
P0076,01-11-2023,14758,4777
P0076,01-12-2023,20311,10066
P0076,01-01-2024,15889,9451
P0076,01-02-2024,15254,6190
P0076,01-03-2024,15442,6095
P0076,01-04-2024,8559,8791
P0076,01-05-2024,12160,1612
P0076,01-06-2024,25515,4697
P0076,01-07-2024,19924,11616
P0076,01-08-2024,20523,2924
P0076,01-09-2024,23333,4668
P0076,01-10-2024,29092,7543
P0076,01-11-2024,10989,8736
P0076,01-12-2024,10261,2387
P0077,01-01-2023,23488,1549
P0077,01-02-2023,24335,5060
P0077,01-03-2023,20402,6321
P0077,01-04-2023,26724,9558
P0077,01-05-2023,16253,4106
P0077,01-06-2023,11846,10143
P0077,01-07-2023,10432,5265
P0077,01-08-2023,22822,11241
P0077,01-09-2023,26742,9819
P0077,01-10-2023,9941,9144
P0077,01-11-2023,8855,8047
P0077,01-12-2023,27580,7411
P0077,01-01-2024,26865,4261
P0077,01-02-2024,24840,11107
P0077,01-03-2024,26745,7193
P0077,01-04-2024,9788,1701
P0077,01-05-2024,26544,2017
P0077,01-06-2024,11737,11033
P0077,01-07-2024,5988,5302
P0077,01-08-2024,26192,8662
P0077,01-09-2024,17065,7741
P0077,01-10-2024,18114,9899
P0077,01-11-2024,9633,7255
P0077,01-12-2024,14825,7809
P0078,01-01-2023,8117,9845
P0078,01-02-2023,5518,7663
P0078,01-03-2023,20346,4100
P0078,01-04-2023,17237,3695
P0078,01-05-2023,7554,4349
P0078,01-06-2023,19253,3242
P0078,01-07-2023,5306,5349
P0078,01-08-2023,16360,9019
P0078,01-09-2023,17032,5695
P0078,01-10-2023,25562,4055
P0078,01-11-2023,22689,9119
P0078,01-12-2023,13280,4142
P0078,01-01-2024,13369,7909
P0078,01-02-2024,19438,6257
P0078,01-03-2024,6994,10251
P0078,01-04-2024,19226,2771
P0078,01-05-2024,5813,10301
P0078,01-06-2024,22845,5620
P0078,01-07-2024,26508,9975
P0078,01-08-2024,8396,10783
P0078,01-09-2024,17318,2316
P0078,01-10-2024,27688,8831
P0078,01-11-2024,4082,3420
P0078,01-12-2024,11817,3593
P0079,01-01-2023,16905,8571
P0079,01-02-2023,28351,9867
P0079,01-03-2023,9285,6437
P0079,01-04-2023,20753,3318
P0079,01-05-2023,22485,4990
P0079,01-06-2023,22163,9174
P0079,01-07-2023,21748,8794
P0079,01-08-2023,7676,3926
P0079,01-09-2023,28648,9589
P0079,01-10-2023,6962,2359
P0079,01-11-2023,16048,5638
P0079,01-12-2023,6424,10756
P0079,01-01-2024,14409,5517
P0079,01-02-2024,14451,11778
P0079,01-03-2024,28944,9842
P0079,01-04-2024,5134,6666
P0079,01-05-2024,9119,7194
P0079,01-06-2024,26520,6985
P0079,01-07-2024,8164,3846
P0079,01-08-2024,9039,6397
P0079,01-09-2024,18631,11942
P0079,01-10-2024,12252,6541
P0079,01-11-2024,24285,2837
P0079,01-12-2024,21568,5926
P0080,01-01-2023,5551,3129
P0080,01-02-2023,29903,3026
P0080,01-03-2023,5361,11265
P0080,01-04-2023,8370,6783
P0080,01-05-2023,11610,3493
P0080,01-06-2023,4869,2514
P0080,01-07-2023,14103,2102
P0080,01-08-2023,16013,2190
P0080,01-09-2023,29069,1989
P0080,01-10-2023,27248,8740
P0080,01-11-2023,14748,9286
P0080,01-12-2023,12024,1794
P0080,01-01-2024,9488,5527
P0080,01-02-2024,15035,4412
P0080,01-03-2024,25128,3373
P0080,01-04-2024,16855,4758
P0080,01-05-2024,6817,10136
P0080,01-06-2024,24025,5958
P0080,01-07-2024,9307,10433
P0080,01-08-2024,22425,2179
P0080,01-09-2024,14659,7238
P0080,01-10-2024,9668,11050
P0080,01-11-2024,18427,9197
P0080,01-12-2024,28417,1562
P0081,01-01-2023,11829,8852
P0081,01-02-2023,17516,8415
P0081,01-03-2023,12326,5144
P0081,01-04-2023,25354,11827
P0081,01-05-2023,12003,4778
P0081,01-06-2023,11296,10514
P0081,01-07-2023,7074,9812
P0081,01-08-2023,27936,3137
P0081,01-09-2023,17652,6603
P0081,01-10-2023,29500,2144
P0081,01-11-2023,6032,4261
P0081,01-12-2023,19195,3568
P0081,01-01-2024,20625,4168
P0081,01-02-2024,18638,2302
P0081,01-03-2024,25443,1695
P0081,01-04-2024,6187,3830
P0081,01-05-2024,25225,5106
P0081,01-06-2024,28852,1560
P0081,01-07-2024,18387,5427
P0081,01-08-2024,10296,4091
P0081,01-09-2024,29142,11263
P0081,01-10-2024,10121,2700
P0081,01-11-2024,19721,4354
P0081,01-12-2024,15087,8524
P0082,01-01-2023,29812,8472
P0082,01-02-2023,4136,2529
P0082,01-03-2023,19346,11848
P0082,01-04-2023,22978,8706
P0082,01-05-2023,4661,3972
P0082,01-06-2023,4086,7719
P0082,01-07-2023,28527,8468
P0082,01-08-2023,23157,3200
P0082,01-09-2023,6700,8315
P0082,01-10-2023,15821,3147
P0082,01-11-2023,26422,6664
P0082,01-12-2023,9520,5187
P0082,01-01-2024,20980,6045
P0082,01-02-2024,29060,10337
P0082,01-03-2024,18955,6257
P0082,01-04-2024,17045,5884
P0082,01-05-2024,12912,6233
P0082,01-06-2024,11081,10190
P0082,01-07-2024,27501,6229
P0082,01-08-2024,5673,9806
P0082,01-09-2024,15171,11428
P0082,01-10-2024,17545,8678
P0082,01-11-2024,6294,5130
P0082,01-12-2024,19093,1646
P0083,01-01-2023,18453,4953
P0083,01-02-2023,8507,7283
P0083,01-03-2023,28135,7128
P0083,01-04-2023,12328,4860
P0083,01-05-2023,23389,5052
P0083,01-06-2023,20402,3742
P0083,01-07-2023,18665,7818
P0083,01-08-2023,9097,10140
P0083,01-09-2023,5948,10637
P0083,01-10-2023,9618,5736
P0083,01-11-2023,27285,3420
P0083,01-12-2023,15169,5688
P0083,01-01-2024,16207,1738
P0083,01-02-2024,4204,7052
P0083,01-03-2024,8927,5890
P0083,01-04-2024,23071,6451
P0083,01-05-2024,19641,7660
P0083,01-06-2024,25772,11040
P0083,01-07-2024,19810,6626
P0083,01-08-2024,4816,10512
P0083,01-09-2024,4192,3276
P0083,01-10-2024,7645,7814
P0083,01-11-2024,28826,3288
P0083,01-12-2024,11374,5200
P0084,01-01-2023,14655,10859
P0084,01-02-2023,7893,8311
P0084,01-03-2023,13288,4179
P0084,01-04-2023,24288,8760
P0084,01-05-2023,4504,11313
P0084,01-06-2023,18671,11079
P0084,01-07-2023,15186,8273
P0084,01-08-2023,7816,2217
P0084,01-09-2023,15676,5934
P0084,01-10-2023,21042,6557
P0084,01-11-2023,24392,6494
P0084,01-12-2023,8234,5264
P0084,01-01-2024,15181,6137
P0084,01-02-2024,6104,10947
P0084,01-03-2024,27185,10075
P0084,01-04-2024,22991,9885
P0084,01-05-2024,15999,5219
P0084,01-06-2024,6581,4065
P0084,01-07-2024,6763,7828
P0084,01-08-2024,9991,4906
P0084,01-09-2024,29307,6280
P0084,01-10-2024,8177,7976
P0084,01-11-2024,22988,9681
P0084,01-12-2024,6382,2031
P0085,01-01-2023,26463,2134
P0085,01-02-2023,15996,1502
P0085,01-03-2023,18005,9897
P0085,01-04-2023,26335,7126
P0085,01-05-2023,28123,7503
P0085,01-06-2023,6890,7739
P0085,01-07-2023,12026,4806
P0085,01-08-2023,4897,10777
P0085,01-09-2023,13471,2170
P0085,01-10-2023,27675,3005
P0085,01-11-2023,26844,6667
P0085,01-12-2023,19768,11647
P0085,01-01-2024,25639,1749
P0085,01-02-2024,26841,3392
P0085,01-03-2024,7439,11545
P0085,01-04-2024,6854,11195
P0085,01-05-2024,15577,5292
P0085,01-06-2024,15618,6830
P0085,01-07-2024,28255,9735
P0085,01-08-2024,23996,4118
P0085,01-09-2024,25062,4663
P0085,01-10-2024,29864,4442
P0085,01-11-2024,28795,3425
P0085,01-12-2024,6972,2490
P0086,01-01-2023,15138,3312
P0086,01-02-2023,19935,10495
P0086,01-03-2023,4489,7376
P0086,01-04-2023,24029,8581
P0086,01-05-2023,23275,11397
P0086,01-06-2023,7516,4840
P0086,01-07-2023,10410,1553
P0086,01-08-2023,22959,2115
P0086,01-09-2023,9944,8904
P0086,01-10-2023,4954,3129
P0086,01-11-2023,14973,8359
P0086,01-12-2023,12841,4778
P0086,01-01-2024,25839,5301
P0086,01-02-2024,22945,8039
P0086,01-03-2024,20754,2357
P0086,01-04-2024,8886,8985
P0086,01-05-2024,17680,1883
P0086,01-06-2024,18397,5834
P0086,01-07-2024,24674,4225
P0086,01-08-2024,16226,7704
P0086,01-09-2024,17440,7611
P0086,01-10-2024,8251,2422
P0086,01-11-2024,23299,9457
P0086,01-12-2024,23430,10666
P0087,01-01-2023,5230,9147
P0087,01-02-2023,14006,6433
P0087,01-03-2023,18295,11055
P0087,01-04-2023,20377,5440
P0087,01-05-2023,26867,1703
P0087,01-06-2023,20544,10460
P0087,01-07-2023,7748,8218
P0087,01-08-2023,22965,2593
P0087,01-09-2023,19228,6000
P0087,01-10-2023,29183,7210
P0087,01-11-2023,13732,4375
P0087,01-12-2023,7191,3337
P0087,01-01-2024,4689,5259
P0087,01-02-2024,6103,1865
P0087,01-03-2024,18010,9592
P0087,01-04-2024,16742,5672
P0087,01-05-2024,26417,3878
P0087,01-06-2024,21589,6488
P0087,01-07-2024,16031,7169
P0087,01-08-2024,6735,11367
P0087,01-09-2024,12490,2456
P0087,01-10-2024,13306,8123
P0087,01-11-2024,18908,2974
P0087,01-12-2024,8460,8502
P0088,01-01-2023,17986,7896
P0088,01-02-2023,23212,4350
P0088,01-03-2023,17299,4464
P0088,01-04-2023,8594,10641
P0088,01-05-2023,18282,8144
P0088,01-06-2023,6850,1665
P0088,01-07-2023,14701,2419
P0088,01-08-2023,12305,5004
P0088,01-09-2023,21375,7547
P0088,01-10-2023,7839,2758
P0088,01-11-2023,27993,10206
P0088,01-12-2023,17519,6304
P0088,01-01-2024,14776,1567
P0088,01-02-2024,13788,7160
P0088,01-03-2024,8478,9710
P0088,01-04-2024,14922,5021
P0088,01-05-2024,4572,8582
P0088,01-06-2024,28216,6895
P0088,01-07-2024,19407,3758
P0088,01-08-2024,15094,7539
P0088,01-09-2024,4650,7241
P0088,01-10-2024,17281,8338
P0088,01-11-2024,22971,9376
P0088,01-12-2024,7262,2838
P0089,01-01-2023,8996,7280
P0089,01-02-2023,6827,6732
P0089,01-03-2023,6217,5039
P0089,01-04-2023,28229,10729
P0089,01-05-2023,18026,5883
P0089,01-06-2023,23345,4726
P0089,01-07-2023,17878,8337
P0089,01-08-2023,11031,10790
P0089,01-09-2023,29515,5216
P0089,01-10-2023,7414,2948
P0089,01-11-2023,4570,4404
P0089,01-12-2023,17288,4005
P0089,01-01-2024,4917,11566
P0089,01-02-2024,10982,8927
P0089,01-03-2024,10336,3178
P0089,01-04-2024,20999,11441
P0089,01-05-2024,27470,6249
P0089,01-06-2024,23889,6029
P0089,01-07-2024,21519,10066
P0089,01-08-2024,11226,6662
P0089,01-09-2024,20590,6375
P0089,01-10-2024,5319,2641
P0089,01-11-2024,8627,8889
P0089,01-12-2024,18501,4190
P0090,01-01-2023,11323,4755
P0090,01-02-2023,28665,6713
P0090,01-03-2023,8108,4520
P0090,01-04-2023,22241,10496
P0090,01-05-2023,29520,4289
P0090,01-06-2023,24259,9105
P0090,01-07-2023,13802,9635
P0090,01-08-2023,26439,5382
P0090,01-09-2023,15413,8675
P0090,01-10-2023,16583,8629
P0090,01-11-2023,9021,6235
P0090,01-12-2023,22771,8082
P0090,01-01-2024,17455,10633
P0090,01-02-2024,17117,7366
P0090,01-03-2024,22950,2475
P0090,01-04-2024,27596,10646
P0090,01-05-2024,5262,6547
P0090,01-06-2024,29519,11894
P0090,01-07-2024,11382,7731
P0090,01-08-2024,7327,7130
P0090,01-09-2024,22643,11520
P0090,01-10-2024,21641,1964
P0090,01-11-2024,18062,4794
P0090,01-12-2024,10774,8931
P0091,01-01-2023,5230,10576
P0091,01-02-2023,7805,7919
P0091,01-03-2023,18715,7250
P0091,01-04-2023,19627,5356
P0091,01-05-2023,7135,8453
P0091,01-06-2023,29500,7534
P0091,01-07-2023,24973,3046
P0091,01-08-2023,19457,7565
P0091,01-09-2023,21478,3911
P0091,01-10-2023,23001,10454
P0091,01-11-2023,8145,4275
P0091,01-12-2023,17193,8128
P0091,01-01-2024,23539,5470
P0091,01-02-2024,28356,11732
P0091,01-03-2024,18119,10275
P0091,01-04-2024,25799,5831
P0091,01-05-2024,14295,3442
P0091,01-06-2024,26410,9801
P0091,01-07-2024,20575,10595
P0091,01-08-2024,17404,2361
P0091,01-09-2024,27095,10775
P0091,01-10-2024,21033,5634
P0091,01-11-2024,15803,9087
P0091,01-12-2024,29212,2536
P0092,01-01-2023,20351,5631
P0092,01-02-2023,22532,6957
P0092,01-03-2023,10079,3930
P0092,01-04-2023,22263,9042
P0092,01-05-2023,16298,3511
P0092,01-06-2023,7373,11835
P0092,01-07-2023,27741,2789
P0092,01-08-2023,5447,4699
P0092,01-09-2023,26765,11635
P0092,01-10-2023,27906,7559
P0092,01-11-2023,23567,6962
P0092,01-12-2023,23600,4636
P0092,01-01-2024,23702,4282
P0092,01-02-2024,29566,9157
P0092,01-03-2024,8920,11845
P0092,01-04-2024,26708,7827
P0092,01-05-2024,12417,2276
P0092,01-06-2024,9208,2187
P0092,01-07-2024,20913,6567
P0092,01-08-2024,17223,9580
P0092,01-09-2024,25902,3653
P0092,01-10-2024,13486,7594
P0092,01-11-2024,27358,11218
P0092,01-12-2024,25158,9192
P0093,01-01-2023,15088,4603
P0093,01-02-2023,6440,5635
P0093,01-03-2023,11124,6701
P0093,01-04-2023,21228,1946
P0093,01-05-2023,7915,4609
P0093,01-06-2023,21618,8087
P0093,01-07-2023,4226,5643
P0093,01-08-2023,27569,7058
P0093,01-09-2023,15971,1686
P0093,01-10-2023,18680,4035
P0093,01-11-2023,5932,10540
P0093,01-12-2023,6032,2752
P0093,01-01-2024,9509,6574
P0093,01-02-2024,17900,3381
P0093,01-03-2024,4269,3130
P0093,01-04-2024,24789,7639
P0093,01-05-2024,21958,3195
P0093,01-06-2024,23642,4762
P0093,01-07-2024,5445,7763
P0093,01-08-2024,28795,1552
P0093,01-09-2024,13949,7070
P0093,01-10-2024,27963,3166
P0093,01-11-2024,10901,4285
P0093,01-12-2024,4719,10097
P0094,01-01-2023,10855,3794
P0094,01-02-2023,12263,11745
P0094,01-03-2023,29805,11259
P0094,01-04-2023,15874,5982
P0094,01-05-2023,18079,2198
P0094,01-06-2023,11243,10518
P0094,01-07-2023,26302,1848
P0094,01-08-2023,25758,9369
P0094,01-09-2023,20691,4916
P0094,01-10-2023,8820,5058
P0094,01-11-2023,24862,8031
P0094,01-12-2023,25004,4485
P0094,01-01-2024,12112,9967
P0094,01-02-2024,22931,1836
P0094,01-03-2024,14165,4479
P0094,01-04-2024,16768,5468
P0094,01-05-2024,4910,3496
P0094,01-06-2024,19632,4629
P0094,01-07-2024,9447,7629
P0094,01-08-2024,9850,5704
P0094,01-09-2024,11446,10019
P0094,01-10-2024,4314,2634
P0094,01-11-2024,14938,6376
P0094,01-12-2024,28486,11212
P0095,01-01-2023,12347,7092
P0095,01-02-2023,22108,4843
P0095,01-03-2023,21270,2221
P0095,01-04-2023,28062,10604
P0095,01-05-2023,23741,2370
P0095,01-06-2023,10751,1997
P0095,01-07-2023,5756,2617
P0095,01-08-2023,15601,4328
P0095,01-09-2023,18996,3147
P0095,01-10-2023,17878,8492
P0095,01-11-2023,17778,8271
P0095,01-12-2023,20526,4261
P0095,01-01-2024,7435,8122
P0095,01-02-2024,16852,8569
P0095,01-03-2024,24896,3348
P0095,01-04-2024,6696,3217
P0095,01-05-2024,23456,10759
P0095,01-06-2024,6786,5291
P0095,01-07-2024,29864,5371
P0095,01-08-2024,5806,3004
P0095,01-09-2024,23692,8617
P0095,01-10-2024,17304,6548
P0095,01-11-2024,28647,3190
P0095,01-12-2024,19549,11036
P0096,01-01-2023,7303,4613
P0096,01-02-2023,20061,10574
P0096,01-03-2023,28234,7916
P0096,01-04-2023,21888,10424
P0096,01-05-2023,13940,5424
P0096,01-06-2023,28999,11283
P0096,01-07-2023,8485,9600
P0096,01-08-2023,29068,1691
P0096,01-09-2023,29074,6417
P0096,01-10-2023,9831,10948
P0096,01-11-2023,14160,5822
P0096,01-12-2023,17682,11878
P0096,01-01-2024,27383,10508
P0096,01-02-2024,27666,11165
P0096,01-03-2024,29662,3374
P0096,01-04-2024,13062,6263
P0096,01-05-2024,14234,9964
P0096,01-06-2024,13221,2551
P0096,01-07-2024,16225,11265
P0096,01-08-2024,15382,9038
P0096,01-09-2024,27795,7820
P0096,01-10-2024,15939,3605
P0096,01-11-2024,4307,9237
P0096,01-12-2024,7359,4676
P0097,01-01-2023,5251,6866
P0097,01-02-2023,21901,7726
P0097,01-03-2023,25689,11070
P0097,01-04-2023,26253,9539
P0097,01-05-2023,18330,6391
P0097,01-06-2023,8992,3461
P0097,01-07-2023,16497,4363
P0097,01-08-2023,14848,8103
P0097,01-09-2023,17255,6067
P0097,01-10-2023,20079,8013
P0097,01-11-2023,19235,5505
P0097,01-12-2023,15755,10614
P0097,01-01-2024,15151,1683
P0097,01-02-2024,28139,4858
P0097,01-03-2024,26999,11090
P0097,01-04-2024,27181,10228
P0097,01-05-2024,11678,7198
P0097,01-06-2024,5273,8153
P0097,01-07-2024,15241,2596
P0097,01-08-2024,13497,10607
P0097,01-09-2024,15273,9502
P0097,01-10-2024,8247,10720
P0097,01-11-2024,25698,11669
P0097,01-12-2024,23738,1770
P0098,01-01-2023,21570,7805
P0098,01-02-2023,22782,8495
P0098,01-03-2023,16427,8799
P0098,01-04-2023,24566,11403
P0098,01-05-2023,6230,8011
P0098,01-06-2023,20512,10961
P0098,01-07-2023,24056,11293
P0098,01-08-2023,8765,5470
P0098,01-09-2023,27929,7052
P0098,01-10-2023,4627,8089
P0098,01-11-2023,6044,3841
P0098,01-12-2023,9884,9685
P0098,01-01-2024,4249,4425
P0098,01-02-2024,25427,2474
P0098,01-03-2024,29901,8692
P0098,01-04-2024,13175,10580
P0098,01-05-2024,20260,11809
P0098,01-06-2024,6672,8779
P0098,01-07-2024,27915,11018
P0098,01-08-2024,12662,3487
P0098,01-09-2024,20474,10221
P0098,01-10-2024,16948,5559
P0098,01-11-2024,17026,4273
P0098,01-12-2024,17159,11378
P0099,01-01-2023,28767,11678
P0099,01-02-2023,27793,11877
P0099,01-03-2023,24824,8847
P0099,01-04-2023,5008,5283
P0099,01-05-2023,27030,5798
P0099,01-06-2023,8668,5787
P0099,01-07-2023,6052,7509
P0099,01-08-2023,5716,1810
P0099,01-09-2023,18391,6038
P0099,01-10-2023,5260,5432
P0099,01-11-2023,15460,2084
P0099,01-12-2023,28000,10051
P0099,01-01-2024,18011,4366
P0099,01-02-2024,18365,7398
P0099,01-03-2024,22395,7751
P0099,01-04-2024,8939,5506
P0099,01-05-2024,5625,2390
P0099,01-06-2024,10078,8536
P0099,01-07-2024,12923,5461
P0099,01-08-2024,22888,10306
P0099,01-09-2024,24190,7600
P0099,01-10-2024,22103,8186
P0099,01-11-2024,5587,8500
P0099,01-12-2024,13803,2396
P0100,01-01-2023,25942,9969
P0100,01-02-2023,25031,11328
P0100,01-03-2023,14350,3932
P0100,01-04-2023,24288,8337
P0100,01-05-2023,5449,6000
P0100,01-06-2023,9454,10924
P0100,01-07-2023,8117,10369
P0100,01-08-2023,14850,3528
P0100,01-09-2023,18343,8345
P0100,01-10-2023,24142,7404
P0100,01-11-2023,8624,11729
P0100,01-12-2023,12848,1665
P0100,01-01-2024,17136,6091
P0100,01-02-2024,4589,6024
P0100,01-03-2024,23205,8009
P0100,01-04-2024,11693,10954
P0100,01-05-2024,20455,5080
P0100,01-06-2024,28346,1768
P0100,01-07-2024,13968,3962
P0100,01-08-2024,13460,2515
P0100,01-09-2024,13275,9484
P0100,01-10-2024,4406,8884
P0100,01-11-2024,26433,7669
P0100,01-12-2024,28366,2485
